100,10,1.86,14.90,1
100,12,1.86,14.90,1
100,14,1.86,14.90,1
100,16,1.86,14.90,1
100,18,1.86,14.90,1
100,20,1.86,14.90,1
100,22,1.86,14.90,1
100,24,1.86,14.90,1
100,26,1.86,14.90,1
100,28,1.86,14.90,1
100,30,1.86,14.90,1
100,32,1.86,14.90,1
100,34,1.86,14.90,1
100,36,1.86,14.90,1
100,38,1.86,14.90,1
100,40,1.86,14.90,1
100,42,1.86,14.90,1
100,44,1.87,14.90,1
100,46,1.87,14.90,1
100,48,1.87,14.90,1
100,50,1.87,14.90,1
100,52,1.87,14.90,1
100,54,1.87,14.90,1
100,56,1.87,14.90,1
100,58,1.87,15.00,1
100,60,1.87,15.00,1
110,10,2.04,16.30,1
110,12,2.04,16.30,1
110,14,2.04,16.30,1
110,16,2.04,16.40,1
110,18,2.04,16.40,1
110,20,2.04,16.40,1
110,22,2.05,16.40,1
110,24,2.05,16.40,1
110,26,2.05,16.40,1
110,28,2.05,16.40,1
110,30,2.05,16.40,1
110,32,2.05,16.40,1
110,34,2.05,16.40,1
110,36,2.05,16.40,1
110,38,2.05,16.40,1
110,40,2.05,16.40,1
110,42,2.05,16.40,1
110,44,2.05,16.40,1
110,46,2.05,16.40,1
110,48,2.05,16.40,1
110,50,2.05,16.40,1
110,52,2.05,16.40,1
110,54,2.05,16.40,1
110,56,2.05,16.40,1
110,58,2.06,16.40,1
110,60,2.06,16.40,1
120,10,2.23,17.80,1
120,12,2.23,17.80,1
120,14,2.23,17.80,1
120,16,2.23,17.80,1
120,18,2.23,17.80,1
120,20,2.23,17.80,1
120,22,2.23,17.80,1
120,24,2.23,17.90,1
120,26,2.23,17.90,1
120,28,2.23,17.90,1
120,30,2.23,17.90,1
120,32,2.23,17.90,1
120,34,2.23,17.90,1
120,36,2.24,17.90,1
120,38,2.24,17.90,1
120,40,2.24,17.90,1
120,42,2.24,17.90,1
120,44,2.24,17.90,1
120,46,2.24,17.90,1
120,48,2.24,17.90,1
120,50,2.24,17.90,1
120,52,2.24,17.90,1
120,54,2.24,17.90,1
120,56,2.24,17.90,1
120,58,2.24,17.90,1
120,60,2.24,17.90,1
130,10,2.41,19.30,1
130,12,2.41,19.30,1
130,14,2.41,19.30,1
130,16,2.41,19.30,1
130,18,2.42,19.30,1
130,20,2.42,19.30,1
130,22,2.42,19.30,1
130,24,2.42,19.30,1
130,26,2.42,19.30,1
130,28,2.42,19.30,1
130,30,2.42,19.40,1
130,32,2.42,19.40,1
130,34,2.42,19.40,1
130,36,2.42,19.40,1
130,38,2.42,19.40,1
130,40,2.42,19.40,1
130,42,2.42,19.40,1
130,44,2.42,19.40,1
130,46,2.42,19.40,1
130,48,2.43,19.40,1
130,50,2.43,19.40,1
130,52,2.43,19.40,1
130,54,2.43,19.40,1
130,56,2.43,19.40,1
130,58,2.43,19.40,1
130,60,2.43,19.40,1
140,10,2.60,20.80,1
140,12,2.60,20.80,1
140,14,2.60,20.80,1
140,16,2.60,20.80,1
140,18,2.60,20.80,1
140,20,2.60,20.80,1
140,22,2.60,20.80,1
140,24,2.60,20.80,1
140,26,2.60,20.80,1
140,28,2.60,20.80,1
140,30,2.61,20.80,1
140,32,2.61,20.80,1
140,34,2.61,20.90,1
140,36,2.61,20.90,1
140,38,2.61,20.90,1
140,40,2.61,20.90,1
140,42,2.61,20.90,1
140,44,2.61,20.90,1
140,46,2.61,20.90,1
140,48,2.61,20.90,1
140,50,2.61,20.90,1
140,52,2.61,20.90,1
140,54,2.61,20.90,1
140,56,2.61,20.90,1
140,58,2.61,20.90,1
140,60,2.62,20.90,1
150,10,2.78,22.30,1
150,12,2.78,22.30,1
150,14,2.78,22.30,1
150,16,2.79,22.30,1
150,18,2.79,22.30,1
150,20,2.79,22.30,1
150,22,2.79,22.30,1
150,24,2.79,22.30,1
150,26,2.79,22.30,1
150,28,2.79,22.30,1
150,30,2.79,22.30,1
150,32,2.79,22.30,1
150,34,2.79,22.30,1
150,36,2.79,22.30,1
150,38,2.79,22.30,1
150,40,2.79,22.40,1
150,42,2.80,22.40,1
150,44,2.80,22.40,1
150,46,2.80,22.40,1
150,48,2.80,22.40,1
150,50,2.80,22.40,1
150,52,2.80,22.40,1
150,54,2.80,22.40,1
150,56,2.80,22.40,1
150,58,2.80,22.40,1
150,60,2.80,22.40,1
160,10,2.97,23.70,1
160,12,2.97,23.80,1
160,14,2.97,23.80,1
160,16,2.97,23.80,1
160,18,2.97,23.80,1
160,20,2.97,23.80,1
160,22,2.97,23.80,1
160,24,2.97,23.80,1
160,26,2.97,23.80,1
160,28,2.98,23.80,1
160,30,2.98,23.80,1
160,32,2.98,23.80,1
160,34,2.98,23.80,1
160,36,2.98,23.80,1
160,38,2.98,23.80,1
160,40,2.98,23.80,1
160,42,2.98,23.80,1
160,44,2.98,23.90,1
160,46,2.98,23.90,1
160,48,2.98,23.90,1
160,50,2.98,23.90,1
160,52,2.98,23.90,1
160,54,2.99,23.90,1
160,56,2.99,23.90,1
160,58,2.99,23.90,1
160,60,2.99,23.90,1
170,10,3.15,25.20,1
170,12,3.15,25.20,1
170,14,3.16,25.20,1
170,16,3.16,25.20,1
170,18,3.16,25.30,1
170,20,3.16,25.30,1
170,22,3.16,25.30,1
170,24,3.16,25.30,1
170,26,3.16,25.30,1
170,28,3.16,25.30,1
170,30,3.16,25.30,1
170,32,3.16,25.30,1
170,34,3.16,25.30,1
170,36,3.16,25.30,1
170,38,3.17,25.30,1
170,40,3.17,25.30,1
170,42,3.17,25.30,1
170,44,3.17,25.30,1
170,46,3.17,25.30,1
170,48,3.17,25.40,1
170,50,3.17,25.40,1
170,52,3.17,25.40,1
170,54,3.17,25.40,1
170,56,3.17,25.40,1
170,58,3.17,25.40,1
170,60,3.17,25.40,1
180,10,3.34,26.70,1
180,12,3.34,26.70,1
180,14,3.34,26.70,1
180,16,3.34,26.70,1
180,18,3.34,26.70,1
180,20,3.34,26.70,1
180,22,3.34,26.70,1
180,24,3.34,26.80,1
180,26,3.35,26.80,1
180,28,3.35,26.80,1
180,30,3.35,26.80,1
180,32,3.35,26.80,1
180,34,3.35,26.80,1
180,36,3.35,26.80,1
180,38,3.35,26.80,1
180,40,3.35,26.80,1
180,42,3.35,26.80,1
180,44,3.35,26.80,1
180,46,3.35,26.80,1
180,48,3.36,26.80,1
180,50,3.36,26.80,1
